Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.26,0.08,0.48
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.17,0.54,0.41
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.2
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0,0.36
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26
Dead Island,PS3,2011,Action,Deep Silver,1.08,0.73,0.15,0.31
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.6,0,0.31
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0,0.35
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33
Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.05,0.07,0.44
Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,6.03,5.86,0.36,2.38
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97
FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28
Star Wars Battlefront (2015),PS4,2015,Shooter,Electronic Arts,2.99,3.49,0.22,1.28
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23
FIFA 17,PS4,2016,Sports,Electronic Arts,0.66,5.75,0.08,1.11
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9
Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.88,2,0.07,0.77
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2,0.15,0.71
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0,0.6
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.5,1.5,0.05,0.37
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4
Overwatch,PS4,2016,Shooter,Activision,0.81,0.85,0.15,0.33
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28
Diablo III,PS4,2014,Role-Playing,Activision,0.51,0.98,0.06,0.28
Mafia III,PS4,2016,Action,Take-Two Interactive,0.42,1.08,0.03,0.28
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0,0.32
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.67,0.79,0,0.29
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24
Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.5,0.76,0.04,0.24
Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23
Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.65,0.06,0.22
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.2
Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.37,0.58,0,0.18
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0,0.16
Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15
Rise of the Tomb Raider,PS4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0,0.17
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0,0.16
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.72,0,0,0.17
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14
Guitar Hero Live,PS4,2015,Misc,Activision,0.34,0.38,0,0.14
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.27,0.06,0.11
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.17,0.13,0.37,0.06
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.26,0.35,0,0.12
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0,0.12
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0,0,0.14
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.24,0.37,0,0.12
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1
Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11
Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.25,0.33,0,0.11
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0,0.11
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1
Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.1
God of War III,PS4,2015,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0,0.1
Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.35,0.17,0,0.11
NHL 16,PS4,2015,Sports,Electronic Arts,0.36,0.16,0,0.11
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.27,0.25,0,0.1
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.21,0.23,0.08,0.09
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0,0.09
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.17,0.34,0,0.09
NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0.19,0,0.1
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0,0.08
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0,0.08
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.09,0.22,0.1,0.06
The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.02,0.07
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0,0.07
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.19,0.16,0,0.07
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.04,0.11,0.22,0.03
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06
Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.18,0.03,0.06
Dishonored,PS4,2015,Action,Bethesda Softworks,0.12,0.2,0.02,0.06
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0,0.07
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0,0.06
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.03,0.29,0.01,0.05
Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.07
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0,0.07
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0,0.06
Resident Evil Zero,PS4,2016,Action,Capcom,0.1,0.17,0.05,0.05
Persona 5,PS4,2016,Role-Playing,Atlus,0,0,0.37,0
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06
Rocket League,PS4,2016,Sports,505 Games,0.03,0.28,0,0.05
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.26,0,0.05
Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04
NHL 17,PS4,2016,Sports,Electronic Arts,0.19,0.08,0,0.06
Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,0.07,0.09,0.15,0.03
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0,0.05
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0,0.05
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0,0,0.06
Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0,0,0.28,0
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04
Payday 2,PS4,2015,Shooter,505 Games,0.1,0.14,0,0.05
Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.04,0.11,0.11,0.03
Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.09,0.14,0,0.04
Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0,0.04
J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.08,0.14,0,0.04
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0,0.04
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03
Destiny: The Collection,PS4,2016,Shooter,Activision,0.05,0.15,0,0.04
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.23,0
Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0,0.04
Ride,PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.03
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.04
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03
Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.07,0.05,0.05,0.03
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.05,0.12,0,0.03
The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Action,Sony Computer Entertainment,0,0.17,0,0.03
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.03
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02
Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0,0.12,0.04,0.02
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0,0.08,0.02
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0,0.03
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03
Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0,0,0.17,0
MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0,0.12,0.03,0.02
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0,0.17,0
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02
Yakuza Kiwami,PS4,2016,Adventure,Sega,0,0,0.16,0
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0,0.03
Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02
Yakuza: Ishin,PS4,2014,Action,Sega,0,0,0.15,0
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0,0.02
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0,0.02
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0,0.02
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.03,0.07,0.01,0.02
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.06,0.06,0.01
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02
Robinson: The Journey,PS4,2016,Action,Crytek,0.06,0.03,0,0.02
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0,0.01,0.02
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0,0.02
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0.1,0,0.02
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0,0.02,0.02
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,0.01,0.09,0
Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,0,0,0.11,0
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0,0,0.1,0
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0,0.08,0,0.01
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0,0.02
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0,0,0.1,0
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0,0,0.1,0
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,0.09,0
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0.08,0
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.05,0,0.02
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0,0.02
MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0,0.01
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.03,0.05,0,0.01
The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01
Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01
Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0
SD Gundam G Generation Genesis,PS4,2016,Strategy,Namco Bandai Games,0,0,0.08,0
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0,0.03,0.01
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0,0,0.08,0
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.03,0,0.05,0.01
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0,0,0.02
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.07,0,0.01
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0,0,0.01
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0,0,0.01
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01
Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0
Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.02,0,0.05,0.01
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.02,0.01
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0,0.03,0.01
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01
Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01
